  -1.0435258e-02	   2.2223225e-02	
  -2.4780516e-02	  -4.4951342e-02	
  -1.2283565e-01	  -6.0932232e-02	
   8.5978594e-02	   2.2434455e-02	
   3.6266353e-02	   7.6496666e-03	
   6.6249245e-02	   4.2277575e-02	
   0.0000000e+00	   4.4452197e-02	
   0.0000000e+00	   1.6936760e-02	
   6.3072447e-02	   2.2642708e-02	
   3.1748636e-02	  -3.1844703e-02	
   3.0771659e-02	   2.2096074e-02	
   2.9852934e-02	   1.6443069e-02	
   2.2779564e-02	  -2.0974434e-02	
   7.7961466e-02	   4.6588695e-02	
   1.6833503e-01	   6.4819467e-03	
   7.5637017e-02	   1.7082264e-02	
   1.3889809e-01	   5.0905069e-02	
  -5.0231753e-02	  -9.4343640e-03	
   0.0000000e+00	   6.2971982e-02	
   1.1300006e-01	   4.3539259e-02	
   1.8996420e-02	   4.2306332e-02	
  -8.1854092e-03	  -5.4553339e-02	
   8.6554689e-02	   6.5577981e-02	
   1.9769691e-01	   1.8862970e-02	
   4.0822315e-02	  -5.1090289e-03	
   2.7615167e-02	  -1.7801511e-02	
   4.8522090e-03	   1.0286611e-01	
  -6.8665207e-03	   3.1895875e-02	
  -1.5873317e-02	   1.2578557e-02	
  -4.0080214e-03	  -4.1342964e-02	
  -1.0193780e-02	   1.2429434e-02	
   6.9265768e-02	   7.1494274e-02	
   7.5472897e-02	   2.3675510e-02	
   3.5152835e-02	   1.4401795e-02	
   1.0016565e-01	   1.1326261e-01	
   3.1453123e-02	   2.8788521e-03	
  -2.0235361e-02	   5.5514174e-02	
   5.1783774e-02	  -5.8450491e-03	
   1.5517953e-03	  -2.3477538e-03	
   1.1708857e-01	   1.5932403e-02	
  -1.1884340e-02	  -4.3733521e-02	
   1.7266424e-01	   1.0648748e-01	
   1.0393109e-01	   4.4609055e-02	
   3.3758708e-02	   9.3483057e-02	
  -4.9439225e-02	  -5.0115041e-02	
  -2.0953778e-01	  -2.2223272e-01	
  -2.5228018e-01	  -1.4357827e-01	
   1.7752758e-01	   2.5019388e-02	
   1.0744075e-02	   6.0597327e-02	
   6.5730623e-02	   2.1273114e-02	
   4.8143288e-02	   7.6865666e-02	
  -4.1295147e-03	  -9.5928648e-03	
   7.3122201e-02	  -1.6603071e-02	
  -1.1107459e-01	  -1.7979316e-01	
   0.0000000e+00	   3.6001113e-02	
   3.9664845e-02	   7.5156863e-03	
  -1.1934676e-01	  -1.3936437e-01	
  -1.0308089e-01	  -9.2945677e-02	
   2.2511700e-02	  -2.2084068e-02	
   8.5769356e-02	  -7.7130535e-02	
   2.4692613e-02	   4.7734369e-02	
   1.1796346e-01	   1.0827756e-01	
  -5.0381079e-02	  -7.1665726e-02	
  -2.3274768e-02	  -1.0077770e-01	
  -2.3816963e-01	  -1.4754571e-01	
   1.7499058e-01	   1.3016561e-01	
  -9.5647837e-02	  -7.7068967e-02	
   6.8249128e-02	   9.4234594e-03	
  -2.6028353e-01	  -3.5585100e-01	
   1.0809627e-01	   8.1072024e-02	
  -1.6528852e-02	  -1.0293679e-01	
  -7.7623220e-02	  -1.5696146e-01	
  -4.6634689e-02	  -2.8733893e-02	
   2.3588589e-02	   4.9453753e-02	
  -4.3894418e-02	  -1.2580702e-01	
  -1.8232196e-01	  -2.2622580e-01	
  -1.7733402e-01	  -2.6562839e-01	
  -4.9722949e-02	  -8.9892828e-03	
   1.8299050e-01	   3.1988906e-01	
   3.0097162e-01	   3.1875187e-01	
   2.4450632e-02	  -3.7648909e-02	
  -1.4197033e-01	  -1.4921256e-01	
  -1.0254005e-01	  -6.0714376e-02	
   1.3587614e-01	   5.0605658e-02	
   2.0618961e-02	   7.2307947e-03	
  -1.8313829e-01	  -2.0387783e-01	
   0.0000000e+00	   3.3017861e-02	
   3.8566232e-01	   3.5222044e-01	
   7.7961466e-02	   1.4725899e-01	
   1.2883287e-01	   1.2375892e-01	
   2.9199514e-02	  -9.2107613e-02	
   5.9354168e-02	   1.0847137e-01	
  -9.9726417e-02	  -1.2060501e-01	
  -1.6228980e-02	  -9.2669170e-02	
   1.1703431e-01	   9.7742673e-02	
  -1.2058411e-02	   2.2022710e-02	
   2.9337419e-02	   1.0069656e-01	
  -2.0619121e-02	  -3.7395580e-02	
  -6.8248863e-02	  -9.2943179e-04	
   7.2495530e-02	  -2.7347559e-02	
  -6.8743617e-02	  -8.4754290e-02	
   5.5544445e-02	   2.0598389e-02	
  -4.4859300e-02	  -1.2238122e-01	
   2.9522879e-02	   5.2731909e-02	
   3.5718433e-02	  -5.4789822e-03	
  -1.4285554e-02	  -3.2386837e-02	
   1.0572035e-01	   7.9605689e-02	
   1.6370273e-02	  -4.2018153e-03	
  -6.5785916e-03	  -4.3017110e-02	
   4.8318624e-02	  -4.0363766e-02	
   1.0168129e-02	  -3.1379218e-02	
   8.9365271e-02	   9.1331366e-02	
  -8.6583758e-03	   3.1816446e-02	
   3.4191743e-02	   6.5647281e-02	
   3.3336125e-02	   7.9817144e-02	
  -6.8544381e-03	   2.1429734e-02	
  -1.3850477e-02	   2.3571985e-02	
   1.3967006e-02	   7.2381125e-02	
   1.2405730e-02	   3.8572426e-02	
   1.4827527e-02	   3.6395572e-02	
   2.4231043e-02	   6.3467635e-02	
  -4.9064202e-02	   1.6631920e-02	
   3.3901785e-02	   2.5112037e-02	
  -9.6992294e-02	  -8.0210555e-02	
   2.4391104e-02	   4.4736244e-02	
   4.4190076e-02	   3.0098462e-02	
  -4.6104673e-02	   6.5842982e-02	
   2.2574273e-02	   8.7942173e-03	
   2.3894245e-02	   1.2502182e-03	
   2.5617160e-03	   7.2276940e-02	
   1.0798856e-01	   4.0587521e-03	
  -1.3128614e-03	  -5.8038096e-03	
  -4.5385517e-02	   3.7136813e-02	
  -1.6067392e-02	   1.4476705e-02	
  -4.6449256e-02	  -9.4414304e-03	
   1.6285666e-02	  -8.6808125e-02	
  -7.3397917e-02	  -1.0400902e-02	
   3.3055307e-03	  -5.4341092e-02	
   6.7658648e-02	   9.7668306e-02	
  -6.7659118e-02	  -5.6950318e-02	
  -1.5113638e-02	  -1.5332019e-01	
  -2.2472629e-02	  -1.0730017e-01	
  -8.0042624e-02	  -1.0662020e-01	
   4.6261255e-02	  -5.1719701e-02	
   6.8870997e-02	   1.3182725e-02	
   4.6675549e-02	   5.9027111e-02	
  -1.0590400e-01	  -2.8827025e-01	
   6.6939699e-02	   1.3206019e-01	
   1.7826166e-02	  -4.5342614e-02	
   9.1125071e-02	   2.2076713e-01	
   6.3112818e-02	   7.0145274e-02	
  -6.1347793e-03	  -2.7801916e-02	
   1.2232872e-02	   1.4814718e-02	
   6.8174403e-02	   7.3231874e-02	
   8.5592648e-03	  -3.3979831e-02	
   5.7947158e-02	   3.7012508e-02	
  -4.0681379e-02	  -7.1374634e-02	
   3.6619255e-02	   3.2002416e-02	
  -3.4650453e-02	  -1.4552648e-01	
  -1.4992833e-02	  -5.4789822e-03	
   6.7884791e-02	   6.0409069e-02	
  -3.5352416e-03	  -6.5918673e-02	
   6.6322242e-02	   1.0314847e-01	
  -9.8255814e-02	  -7.4108434e-02	
  -1.4858848e-02	   1.5236051e-01	
   8.3985387e-02	  -1.4700525e-02	
   0.0000000e+00	  -5.0350581e-02	
   3.8819671e-02	   2.3491892e-02	
  -2.9383498e-02	  -3.5863475e-02	
   5.0044615e-02	   6.6170589e-03	
  -6.8171843e-03	   9.8443846e-03	
  -1.3451061e-02	  -4.9100345e-03	
  -1.7649377e-01	  -2.7383308e-01	
  -4.8790114e-02	   7.3799567e-02	
   2.4956968e-02	   3.0589339e-02	
   5.2680992e-03	   2.5900663e-02	
   9.0362506e-02	   9.4254406e-03	
   1.7614942e-02	   3.8643624e-02	
   6.3289300e-03	  -4.3344966e-02	
   1.7201207e-02	  -2.8320063e-03	
   7.0375231e-04	  -4.9404553e-02	
  -1.4888282e-02	  -1.5008060e-02	
   3.3192967e-02	   4.0238933e-03	
  -8.5347671e-02	  -6.7487933e-02	
   6.4371945e-02	   4.2867985e-03	
   3.4317365e-02	   5.2095173e-02	
   2.5621937e-02	   5.3372032e-02	
  -7.1404323e-03	  -8.6997332e-03	
   2.5158845e-02	  -9.7564397e-03	
  -3.1849865e-02	  -7.1095437e-02	
   3.2307754e-03	  -4.3017110e-02	
  -1.6260488e-02	  -4.6101532e-02	
  -1.1841423e-01	   1.3714525e-02	
  -3.7890878e-02	  -2.5289090e-02	
  -3.7271015e-02	  -6.9907575e-02	
  -8.5837351e-03	  -4.4678379e-02	
   3.8578199e-02	   6.2006255e-02	
   1.0005889e-01	   1.8237678e-02	
   2.8065455e-02	   3.0844383e-02	
   1.8281864e-02	   6.9845511e-03	
   3.6164527e-03	   2.6332243e-02	
   1.9874193e-02	   6.2417837e-02	
   5.7357172e-02	  -1.3896105e-02	
   2.0067298e-02	   5.0377475e-02	
   7.6821217e-02	   6.9197651e-02	
   1.1317712e-02	   4.9381418e-02	
